id;listing_url;name;host_id;host_name;host_is_superhost;neighbourhood_cleansed;property_type;room_type;bathrooms_text;bedrooms;beds;amenities;price;number_of_reviews;first_review;last_review;review_scores_rating;review_scores_accuracy;review_scores_cleanliness;review_scores_checkin;review_scores_communication;review_scores_location;review_scores_value;reviews_per_month
50523;https://www.airbnb.com/rooms/50523;B & B de 9 Straatjes (city center);231946;Raymond;t;Centrum-West;Private room in bed and breakfast;Private room;1 private bath;1;1;"[""Wifi"", ""Hot water"", ""Hangers"", ""Lock on bedroom door"", ""Coffee maker"", ""Carbon monoxide alarm"", ""Private entrance"", ""Luggage dropoff allowed"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Ethernet connection"", ""Hair dryer"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Breakfast""]";118.00;307;2011-01-04;2020-10-05;97;10;10;10;10;10;10;2.54
52490;https://www.airbnb.com/rooms/52490;Amsterdam Aqua;185836;VictorLuke;f;Oostelijk Havengebied - Indische Buurt;Private room in apartment;Private room;1.5 shared baths;1;1;"[""Wifi"", ""Iron"", ""Microwave"", ""Hot water"", ""Dishwasher"", ""Coffee maker"", ""Host greets you"", ""Hangers"", ""Shampoo"", ""Patio or balcony"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""TV"", ""Heating"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Breakfast""]";75.00;102;2010-11-03;2020-01-01;92;10;10;10;10;9;9;0.83
53067;https://www.airbnb.com/rooms/53067;Spacious studio at the attic of a townhouse;246493;DoJo;f;De Pijp - Rivierenbuurt;Private room in guesthouse;Private room;1 private bath;1;0;"[""Microwave"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Private living room"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Private entrance"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";40.00;354;2010-11-21;2020-03-15;93;10;10;10;10;10;9;2.89
53671;https://www.airbnb.com/rooms/53671;Nice room near centre with en suite bath;247822;Georg;f;Westerpark;Private room in guest suite;Private room;1 private bath;1;1;"[""Wifi"", ""Children\u2019s books and toys"", ""Iron"", ""Private entrance"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Smoke alarm""]";95.00;309;2011-04-12;2020-03-16;91;9;9;10;10;9;9;2.62
55256;https://www.airbnb.com/rooms/55256;Luminous central room;260785;Lotte;f;Centrum-Oost;Private room in apartment;Private room;1 shared bath;1;1;"[""Wifi"", ""Iron"", ""Hot water"", ""Lock on bedroom door"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";90.00;179;2011-02-20;2019-12-30;92;9;9;9;10;10;8;1.50
55621;https://www.airbnb.com/rooms/55621;Fully equiped house, PIJP area = great;262846;Bharati;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;2;2;"[""Microwave"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Fire extinguisher"", ""Bathtub"", ""Kitchen"", ""Iron"", ""Dishwasher"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";222.00;32;2010-11-19;2020-08-06;95;10;9;10;10;10;9;0.26
55868;https://www.airbnb.com/rooms/55868;Apartment near Museumplein (centre);264178;Cornelie;f;Zuid;Entire apartment;Entire home/apt;1.5 baths;2;2;"[""Wifi"", ""Iron"", ""Hot water"", ""Private entrance"", ""Hangers"", ""Host greets you"", ""Carbon monoxide alarm"", ""Shampoo"", ""Bathtub"", ""Fire extinguisher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Kitchen"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer"", ""Smoke alarm""]";149.00;95;2011-01-03;2020-01-03;97;10;10;10;10;10;10;0.78
58211;https://www.airbnb.com/rooms/58211;En Suite Apartment in a monumental canal house;278253;Marcel;t;Centrum-West;Private room in townhouse;Private room;2 baths;2;2;"[""Microwave"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""Private living room"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Cable TV"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Pocket wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Iron"", ""Nespresso machine"", ""Dishwasher"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Waterfront""]";141.00;122;2012-06-28;2020-12-12;98;10;10;10;10;10;10;1.18
64736;https://www.airbnb.com/rooms/64736;Luxury Houseboat;306192;Conny;t;De Baarsjes - Oud-West;Houseboat;Entire home/apt;1.5 baths;1;1;"[""Wifi"", ""Iron"", ""Coffee maker"", ""Dishwasher"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Hair dryer"", ""TV"", ""Heating"", ""Indoor fireplace"", ""Washer"", ""First aid kit"", ""Smoke alarm""]";189.00;103;2013-08-29;2019-08-06;98;10;10;10;10;10;10;1.16
64769;https://www.airbnb.com/rooms/64769;Unique 3 bedroom house in Centre;312863;Marijntje;f;Centrum-Oost;Entire townhouse;Entire home/apt;2.5 baths;3;6;"[""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""Smoke alarm"", ""Cable TV"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Wifi"", ""Hot water"", ""Hangers"", ""Crib"", ""Fire extinguisher"", ""Shampoo"", ""Air conditioning"", ""Kitchen"", ""Indoor fireplace"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";450.00;27;2011-04-19;2019-01-05;97;10;10;10;10;10;9;0.23
67841;https://www.airbnb.com/rooms/67841;Amsterdam - The Pijp Apartment 1A;335166;Dene;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;1;1;"[""Wifi"", ""Iron"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Long term stays allowed"", ""Shampoo"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Hair dryer"", ""TV"", ""Heating"", ""Smoke alarm""]";106.00;16;2013-09-30;2019-08-12;94;10;10;10;9;10;9;0.18
68290;https://www.airbnb.com/rooms/68290;Rebel - Private Room;336950;Manuel;t;Centrum-West;Private room in apartment;Private room;1.5 shared baths;1;2;"[""Lock on bedroom door"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Smoke alarm"", ""Paid parking on premises"", ""Private entrance"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Iron"", ""Room-darkening shades"", ""EV charger"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";66.00;659;2011-03-14;2019-10-25;96;10;10;10;10;10;10;5.55
68873;https://www.airbnb.com/rooms/68873;Yves Klein - Private Room;336950;Manuel;t;Centrum-West;Private room in apartment;Private room;1.5 shared baths;1;1;"[""Lock on bedroom door"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Smoke alarm"", ""Paid parking on premises"", ""Private entrance"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Iron"", ""EV charger"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";59.00;579;2011-02-21;2019-10-30;96;10;10;10;10;10;9;4.85
73208;https://www.airbnb.com/rooms/73208;Centre Museum Quarter Apt Roof Deck;381900;Vikki;t;Zuid;Entire apartment;Entire home/apt;3 baths;2;0;"[""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Bathtub"", ""Kitchen"", ""Cooking basics"", ""Indoor fireplace"", ""Iron"", ""Dishwasher"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";220.00;62;2011-03-14;2019-07-06;99;10;10;10;10;10;10;0.52
76668;https://www.airbnb.com/rooms/76668;studio INN, bright and spacious;409579;Guido;t;Westerpark;Room in bed and breakfast;Hotel room;1 bath;2;2;"[""Children\u2019s books and toys"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""High chair"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Crib"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Iron"", ""Room-darkening shades"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Waterfront"", ""Breakfast""]";145.00;64;2016-06-24;2020-03-05;97;10;10;10;10;10;9;1.18
80635;https://www.airbnb.com/rooms/80635;TOP LOCATED Canalhouse B&B Jordaan;436145;Riks;f;Centrum-West;Private room in townhouse;Private room;1.5 baths;1;1;"[""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Smoke alarm"", ""Wifi"", ""Pocket wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Iron"", ""EV charger"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Waterfront""]";109.00;218;2011-03-23;2020-01-01;95;10;10;10;10;10;9;1.84
82482;https://www.airbnb.com/rooms/82482;The Backroom - Central private appt;186729;Shawna;f;Centrum-West;Entire guesthouse;Entire home/apt;1 bath;;2;"[""Microwave"", ""Carbon monoxide alarm"", ""Single level home"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""BBQ grill"", ""Pack \u2019n Play/travel crib"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating""]";106.00;858;2011-06-18;2020-11-06;89;10;9;10;10;10;9;7.42
82748;https://www.airbnb.com/rooms/82748;Bright apt in central Amsterdam;450453;Rudolf;f;Centrum-West;Entire apartment;Entire home/apt;1 bath;1;2;"[""Wifi"", ""Oven"", ""Coffee maker"", ""Fire extinguisher"", ""Shampoo"", ""Dryer"", ""Essentials"", ""Cable TV"", ""Kitchen"", ""Dishes and silverware"", ""TV"", ""Heating"", ""Cooking basics"", ""Washer"", ""Refrigerator"", ""Smoke alarm"", ""Stove""]";249.00;131;2011-04-11;2020-01-02;96;10;9;10;10;10;9;1.11
83814;https://www.airbnb.com/rooms/83814;Central Studio apartment in Trendy De Pijp;457263;Daniel;f;De Pijp - Rivierenbuurt;Entire apartment;Entire home/apt;1 bath;;1;"[""Kitchen"", ""Hangers"", ""Heating"", ""Wifi"", ""Smoke alarm"", ""Essentials"", ""Fire extinguisher"", ""Dedicated workspace"", ""Dishes and silverware""]";45.00;157;2011-04-18;2020-03-03;94;9;9;9;9;10;9;1.33
84057;https://www.airbnb.com/rooms/84057;Bed&Bike SleepOnNature - free bikes;459028;Stefania;f;De Baarsjes - Oud-West;Room in bed and breakfast;Hotel room;1 bath;1;1;"[""Microwave"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Paid parking on premises"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";72.00;94;2011-06-27;2020-03-08;95;10;10;10;10;10;9;0.82
97221;https://www.airbnb.com/rooms/97221;Beautiful and spacious room;195859;Gianni;t;Slotervaart;Private room in bed and breakfast;Private room;1 shared bath;1;2;"[""Wifi"", ""Microwave"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Hair dryer"", ""Heating"", ""Refrigerator"", ""Smoke alarm"", ""Elevator"", ""Breakfast""]";55.00;196;2011-07-08;2020-03-24;91;10;10;10;10;9;9;1.71
107195;https://www.airbnb.com/rooms/107195;A'dam Centre, Bright and Comfy;249794;Marieke;f;Centrum-Oost;Entire apartment;Entire home/apt;1 bath;1;1;"[""Wifi"", ""Garden or backyard"", ""Iron"", ""Microwave"", ""Hot water"", ""Hangers"", ""Host greets you"", ""Carbon monoxide alarm"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Cable TV"", ""Dishes and silverware"", ""Hair dryer"", ""TV"", ""Heating"", ""Refrigerator"", ""Washer"", ""Cooking basics"", ""Stove""]";150.00;37;2011-09-12;2019-12-31;95;9;9;10;10;9;9;0.33
118097;https://www.airbnb.com/rooms/118097;all private, city center @ home with art-1;538659;Wendie And Hans;t;Centrum-West;Private room in guest suite;Private room;1 private bath;1;0;"[""Microwave"", ""Lock on bedroom door"", ""Carbon monoxide alarm"", ""First aid kit"", ""Dishes and silverware"", ""Smoke alarm"", ""Patio or balcony"", ""Private entrance"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Fire extinguisher"", ""Luggage dropoff allowed"", ""Iron"", ""Host greets you"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";43.00;398;2012-04-05;2020-11-22;97;10;10;10;10;10;10;3.76
130390;https://www.airbnb.com/rooms/130390;Large private room for rent Center / De Pijp;642044;Jessy;f;De Pijp - Rivierenbuurt;Private room in apartment;Private room;1 private bath;1;1;"[""Wifi"", ""Dryer"", ""Kitchen"", ""Cable TV"", ""Heating"", ""Washer""]";80.00;29;2011-09-26;2017-10-15;97;10;10;10;10;10;10;0.26
137901;https://www.airbnb.com/rooms/137901;Houseboat with beautiful view;673879;Paulien;f;Zuid;Houseboat;Entire home/apt;1 bath;1;1;"[""Wifi"", ""Dryer"", ""Kitchen"", ""Cable TV"", ""TV"", ""Heating"", ""Washer"", ""Smoke alarm""]";165.00;28;2012-01-02;2018-02-01;90;9;9;10;9;9;9;0.26
148132;https://www.airbnb.com/rooms/148132;Bright room in lively Kinkerbuurt;715549;Remy;f;De Baarsjes - Oud-West;Private room in apartment;Private room;1 shared bath;1;1;"[""Wifi"", ""Hot water"", ""Paid parking off premises"", ""Essentials"", ""Kitchen"", ""Private living room""]";37.00;4;2018-10-21;2018-11-25;95;10;10;10;10;10;10;0.15
162467;https://www.airbnb.com/rooms/162467;Modern app. with brand new design bathroom;776296;Nicole;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;1 bath;1;1;"[""Microwave"", ""Carbon monoxide alarm"", ""Single level home"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Private entrance"", ""Cable TV"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Shower gel"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Garden or backyard"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Extra pillows and blankets"", ""Heating"", ""Washer""]";160.00;56;2013-01-22;2020-09-27;95;10;9;10;10;9;9;0.58
165833;https://www.airbnb.com/rooms/165833;Amsterdam at your feet;790547;Bart;f;De Baarsjes - Oud-West;Entire apartment;Entire home/apt;2 baths;3;4;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Host greets you"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Washer""]";112.00;41;2014-09-16;2020-03-10;97;10;10;10;10;10;10;0.54
168769;https://www.airbnb.com/rooms/168769;SUPERLOCATED Room in  CANALHOUSE, Private bath;436145;Riks;f;Centrum-West;Private room in townhouse;Private room;1.5 baths;1;1;"[""Wifi"", ""Iron"", ""Hot water"", ""Hangers"", ""Lock on bedroom door"", ""Host greets you"", ""Carbon monoxide alarm"", ""Shampoo"", ""Fire extinguisher"", ""Long term stays allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""First aid kit"", ""Hair dryer"", ""Heating"", ""Waterfront"", ""Smoke alarm""]";118.00;256;2011-09-28;2019-12-31;91;10;10;10;10;10;9;2.28
169356;https://www.airbnb.com/rooms/169356;Central,Rooftop 360',Zen,Canal-View, Bright,Quiet;806976;Nick;f;Centrum-West;Entire condominium;Entire home/apt;1 bath;1;1;"[""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""TV"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Extra pillows and blankets"", ""Hair dryer"", ""Heating"", ""Washer""]";157.00;22;2011-09-15;2020-01-03;100;10;10;10;10;10;10;0.20
171498;https://www.airbnb.com/rooms/171498;Authentic Amsterdam Experience@Townhouse w/Rooftop;818319;Thijs;f;Zuid;Entire apartment;Entire home/apt;1.5 baths;3;2;"[""Microwave"", ""Carbon monoxide alarm"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Private entrance"", ""TV"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Kitchen"", ""Cooking basics"", ""Lockbox"", ""Dishwasher"", ""Dedicated workspace"", ""Essentials"", ""Extra pillows and blankets"", ""Bed linens"", ""Heating""]";249.00;5;2020-01-13;2020-03-02;100;10;10;10;10;10;10;0.45
175989;https://www.airbnb.com/rooms/175989;Cat lover's paradise in Amsterdam's hottest street;58458;Dre;f;Zuid;Entire apartment;Entire home/apt;1 bath;1;2;"[""Children\u2019s books and toys"", ""Microwave"", ""Carbon monoxide alarm"", ""First aid kit"", ""Refrigerator"", ""Dishes and silverware"", ""Smoke alarm"", ""Oven"", ""Patio or balcony"", ""Cable TV"", ""TV"", ""Pack \u2019n Play/travel crib"", ""Stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Hangers"", ""Fire extinguisher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Dishwasher"", ""Dedicated workspace"", ""Paid parking off premises"", ""Dryer"", ""Essentials"", ""Bed linens"", ""Hair dryer"", ""Heating"", ""Washer""]";200.00;102;2011-09-21;2020-07-14;97;10;9;10;10;10;10;0.91
