<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
GAZP,D,20110415,000000,227.6000000,80757900
GAZP,D,20110418,000000,218.9100000,90891410
GAZP,D,20110419,000000,225.6900000,73437740
GAZP,D,20110420,000000,230.5100000,73440720
GAZP,D,20110421,000000,235.0000000,76105300
GAZP,D,20110422,000000,236.8900000,27708770
GAZP,D,20110425,000000,233.9000000,60932270
GAZP,D,20110426,000000,232.1400000,69203150
GAZP,D,20110427,000000,231.9000000,63618580
GAZP,D,20110428,000000,231.9000000,63313250
GAZP,D,20110429,000000,231.7800000,37402850
GAZP,D,20110503,000000,221.6400000,64528250
GAZP,D,20110504,000000,212.4400000,113979210
GAZP,D,20110505,000000,208.8000000,109274770
GAZP,D,20110506,000000,211.6800000,110261810
GAZP,D,20110510,000000,214.0000000,72594000
GAZP,D,20110511,000000,210.0000000,69701490
GAZP,D,20110512,000000,203.1200000,87211980
GAZP,D,20110513,000000,201.0800000,67509790
GAZP,D,20110516,000000,198.4900000,80073440
GAZP,D,20110517,000000,198.5000000,61193010
GAZP,D,20110518,000000,202.8500000,59667360
GAZP,D,20110519,000000,201.3600000,80181340
GAZP,D,20110520,000000,196.9000000,74753650
GAZP,D,20110523,000000,190.3000000,72338120
GAZP,D,20110524,000000,195.5000000,64612870
GAZP,D,20110525,000000,196.7700000,69555810
GAZP,D,20110526,000000,195.0000000,77171420
GAZP,D,20110527,000000,201.8200000,83415690
GAZP,D,20110530,000000,203.8900000,32136910
GAZP,D,20110531,000000,204.0200000,65101970
GAZP,D,20110601,000000,203.4800000,62583320
GAZP,D,20110602,000000,201.6800000,74500160
GAZP,D,20110603,000000,196.5500000,82865600
GAZP,D,20110606,000000,195.9700000,53736200
GAZP,D,20110607,000000,204.6700000,91268730
GAZP,D,20110608,000000,207.1100000,86341060
GAZP,D,20110609,000000,211.9200000,90296030
GAZP,D,20110610,000000,209.2100000,73626670
GAZP,D,20110614,000000,208.2400000,48615700
GAZP,D,20110615,000000,206.0000000,67304760
GAZP,D,20110616,000000,204.6000000,70556820
GAZP,D,20110617,000000,200.8000000,82459700
GAZP,D,20110620,000000,199.0000000,47818710
GAZP,D,20110621,000000,200.9500000,41605190
GAZP,D,20110622,000000,202.5400000,56933770
GAZP,D,20110623,000000,195.9500000,76354160
GAZP,D,20110624,000000,199.2200000,74379840
GAZP,D,20110627,000000,196.2900000,61111400
GAZP,D,20110628,000000,199.0500000,63838180
GAZP,D,20110629,000000,201.5100000,64539330
GAZP,D,20110630,000000,203.8700000,52947800
GAZP,D,20110701,000000,205.0000000,57651460
GAZP,D,20110704,000000,205.2400000,29394920
GAZP,D,20110705,000000,203.6000000,43552960
GAZP,D,20110706,000000,201.5600000,42489750
GAZP,D,20110707,000000,207.7000000,67508760
GAZP,D,20110708,000000,205.4400000,65007130
GAZP,D,20110711,000000,201.9400000,38177210
GAZP,D,20110712,000000,201.5900000,57917900
GAZP,D,20110713,000000,202.9500000,54208480
GAZP,D,20110714,000000,201.0000000,52537400
GAZP,D,20110715,000000,201.6000000,53930090
GAZP,D,20110718,000000,197.9500000,41802170
GAZP,D,20110719,000000,199.9000000,34411850
GAZP,D,20110720,000000,200.3000000,38675090
GAZP,D,20110721,000000,203.7000000,66030160
GAZP,D,20110722,000000,202.7000000,48161410
GAZP,D,20110725,000000,201.2100000,42976600
GAZP,D,20110726,000000,201.4000000,40441560
GAZP,D,20110727,000000,199.8800000,49690220
GAZP,D,20110728,000000,202.1000000,41875560
GAZP,D,20110729,000000,199.4400000,44882660
GAZP,D,20110801,000000,202.0900000,55482910
GAZP,D,20110802,000000,200.5100000,43999890
GAZP,D,20110803,000000,193.0000000,75547030
GAZP,D,20110804,000000,187.0000000,89305020
GAZP,D,20110805,000000,181.8000000,146960560
GAZP,D,20110808,000000,169.9000000,108643310
GAZP,D,20110809,000000,166.7000000,185821920
GAZP,D,20110810,000000,157.7000000,126407710
GAZP,D,20110811,000000,164.9900000,163266030
GAZP,D,20110812,000000,169.5000000,120148770
GAZP,D,20110815,000000,174.4100000,64257400
GAZP,D,20110816,000000,171.1000000,73596450
GAZP,D,20110817,000000,175.5000000,65130520
GAZP,D,20110818,000000,169.6500000,75157020
GAZP,D,20110819,000000,169.5600000,107512170
GAZP,D,20110822,000000,168.9500000,74827020
GAZP,D,20110823,000000,169.1200000,67750770
GAZP,D,20110824,000000,173.5000000,72353580
GAZP,D,20110825,000000,170.7800000,65393810
GAZP,D,20110826,000000,172.8000000,67854880
GAZP,D,20110829,000000,177.7300000,46962280
GAZP,D,20110830,000000,177.1800000,59189960
GAZP,D,20110831,000000,178.0800000,63838170
GAZP,D,20110901,000000,177.3500000,65931270
GAZP,D,20110902,000000,171.0000000,61358900
GAZP,D,20110905,000000,169.6100000,52690870
GAZP,D,20110906,000000,167.9400000,61043810
GAZP,D,20110907,000000,174.0100000,59394390
GAZP,D,20110908,000000,175.0000000,53412290
GAZP,D,20110909,000000,168.7900000,65408740
GAZP,D,20110912,000000,165.5000000,69679240
GAZP,D,20110913,000000,164.1100000,75898900
GAZP,D,20110914,000000,165.8800000,61814400
GAZP,D,20110915,000000,166.0000000,94583460
GAZP,D,20110916,000000,164.5000000,53891620
GAZP,D,20110919,000000,163.4000000,49897500
GAZP,D,20110920,000000,166.2300000,51581660
GAZP,D,20110921,000000,164.4500000,42107380
GAZP,D,20110922,000000,152.6600000,104196030
GAZP,D,20110923,000000,151.2500000,144283790
GAZP,D,20110926,000000,154.5000000,97034010
GAZP,D,20110927,000000,157.0000000,57169050
GAZP,D,20110928,000000,155.0200000,63982310
GAZP,D,20110929,000000,158.8100000,64167040
GAZP,D,20110930,000000,155.9000000,83246500
GAZP,D,20111003,000000,153.5200000,61703100
GAZP,D,20111004,000000,144.5900000,94141260
GAZP,D,20111005,000000,142.7100000,82530220
GAZP,D,20111006,000000,150.2300000,86337190
GAZP,D,20111007,000000,151.0000000,75451470
GAZP,D,20111010,000000,154.2000000,57742480
GAZP,D,20111011,000000,153.0000000,67553640
GAZP,D,20111012,000000,161.2500000,88782510
GAZP,D,20111013,000000,158.0700000,95771050
GAZP,D,20111014,000000,162.8600000,78587590
GAZP,D,20111017,000000,160.3700000,100347870
GAZP,D,20111018,000000,161.9000000,80512700
GAZP,D,20111019,000000,163.1800000,77579760
GAZP,D,20111020,000000,162.6000000,58300150
GAZP,D,20111021,000000,166.0100000,49821360
GAZP,D,20111024,000000,170.0000000,61705500
GAZP,D,20111025,000000,168.3800000,69453930
GAZP,D,20111026,000000,177.1000000,130669010
GAZP,D,20111027,000000,185.8000000,128481900
GAZP,D,20111028,000000,185.0000000,96701430
GAZP,D,20111031,000000,179.2000000,60452330
GAZP,D,20111101,000000,174.8000000,105496800
GAZP,D,20111102,000000,182.5900000,130278830
GAZP,D,20111103,000000,183.2300000,127800790
GAZP,D,20111107,000000,183.4700000,80700750
GAZP,D,20111108,000000,183.2500000,68997000
GAZP,D,20111109,000000,180.9600000,100982510
GAZP,D,20111110,000000,183.1100000,83675980
GAZP,D,20111111,000000,183.5000000,57069150
GAZP,D,20111114,000000,182.7000000,56409350
GAZP,D,20111115,000000,185.9900000,92657800
GAZP,D,20111116,000000,187.7000000,91764830
GAZP,D,20111117,000000,184.0000000,96251200
GAZP,D,20111118,000000,180.0100000,57084100
GAZP,D,20111121,000000,169.7500000,80749970
GAZP,D,20111122,000000,169.0000000,72536120
GAZP,D,20111123,000000,167.7000000,85377260
GAZP,D,20111124,000000,166.0000000,40949750
GAZP,D,20111125,000000,166.2800000,62828020
GAZP,D,20111128,000000,171.9800000,61304450
GAZP,D,20111129,000000,170.8900000,54921520
GAZP,D,20111130,000000,174.9000000,85534780
GAZP,D,20111201,000000,181.4900000,136487040
GAZP,D,20111202,000000,183.5200000,114150040
GAZP,D,20111205,000000,184.6000000,44441980
GAZP,D,20111206,000000,175.5700000,106387430
GAZP,D,20111207,000000,174.7000000,101030530
GAZP,D,20111208,000000,177.2000000,87397230
GAZP,D,20111209,000000,170.4500000,90744780
GAZP,D,20111212,000000,164.4200000,80724270
GAZP,D,20111213,000000,166.8600000,92801500
GAZP,D,20111214,000000,164.9000000,81369690
GAZP,D,20111215,000000,170.9700000,100626080
GAZP,D,20111216,000000,169.5100000,63872090
GAZP,D,20111219,000000,166.3000000,53501640
GAZP,D,20111220,000000,172.5500000,74513120
GAZP,D,20111221,000000,169.7800000,73895200
GAZP,D,20111222,000000,170.8200000,46503050
GAZP,D,20111223,000000,169.7100000,34963200
GAZP,D,20111226,000000,171.5300000,19969730
GAZP,D,20111227,000000,170.7500000,21486710
GAZP,D,20111228,000000,169.4700000,23370920
GAZP,D,20111229,000000,170.6000000,37801180
GAZP,D,20111230,000000,171.3600000,24601610
GAZP,D,20120103,000000,177.5000000,24847160
GAZP,D,20120104,000000,176.9100000,25240160
GAZP,D,20120105,000000,177.2000000,36916460
GAZP,D,20120106,000000,176.2000000,21350190
GAZP,D,20120109,000000,177.2700000,25066970
GAZP,D,20120110,000000,179.6100000,43932230
GAZP,D,20120111,000000,178.1000000,46132590
GAZP,D,20120112,000000,177.7400000,55222270
GAZP,D,20120113,000000,178.8400000,41619000
GAZP,D,20120116,000000,178.5000000,30826390
GAZP,D,20120117,000000,181.8000000,52633950
GAZP,D,20120118,000000,182.9000000,45348620
GAZP,D,20120119,000000,185.5000000,64519060
GAZP,D,20120120,000000,183.4800000,47926660
GAZP,D,20120123,000000,184.3400000,47075910
GAZP,D,20120124,000000,183.2800000,37620360
GAZP,D,20120125,000000,185.7000000,37697120
GAZP,D,20120126,000000,185.2500000,54812550
GAZP,D,20120127,000000,182.5000000,40199360
GAZP,D,20120130,000000,181.7500000,37307980
GAZP,D,20120131,000000,183.8000000,39601460
GAZP,D,20120201,000000,185.5400000,44102020
GAZP,D,20120202,000000,187.3500000,50719260
GAZP,D,20120203,000000,189.7000000,47833720
GAZP,D,20120206,000000,189.8000000,39955930
GAZP,D,20120207,000000,188.2000000,39757800
GAZP,D,20120208,000000,188.7700000,42479550
GAZP,D,20120209,000000,188.7900000,46650250
GAZP,D,20120210,000000,188.1600000,40215910
GAZP,D,20120213,000000,192.0000000,42828420
GAZP,D,20120214,000000,191.5100000,44470850
GAZP,D,20120215,000000,191.7000000,40584070
GAZP,D,20120216,000000,190.0000000,45687090
GAZP,D,20120217,000000,189.7000000,32727910
GAZP,D,20120220,000000,191.0000000,20540730
GAZP,D,20120221,000000,188.8000000,30160340
GAZP,D,20120222,000000,187.0000000,36121140
GAZP,D,20120224,000000,193.8500000,60770690
GAZP,D,20120227,000000,193.1000000,51197300
GAZP,D,20120228,000000,191.3700000,42951510
GAZP,D,20120229,000000,194.0900000,42613830
GAZP,D,20120301,000000,194.0100000,31445480
GAZP,D,20120302,000000,195.8500000,39963460
GAZP,D,20120305,000000,199.8200000,46873560
GAZP,D,20120306,000000,193.0000000,56027960
GAZP,D,20120307,000000,194.0000000,40570180
GAZP,D,20120311,000000,197.5300000,14143440
GAZP,D,20120312,000000,197.3900000,39391380
GAZP,D,20120313,000000,197.2500000,34305460
GAZP,D,20120314,000000,198.5300000,43972420
GAZP,D,20120315,000000,199.2000000,61484610
GAZP,D,20120316,000000,197.0100000,26496520
GAZP,D,20120319,000000,190.7700000,58814290
GAZP,D,20120320,000000,186.0000000,61640200
GAZP,D,20120321,000000,185.2600000,62117530
GAZP,D,20120322,000000,181.4600000,58304660
GAZP,D,20120323,000000,182.2800000,43926470
GAZP,D,20120326,000000,184.7600000,43439150
GAZP,D,20120327,000000,182.7500000,38639520
GAZP,D,20120328,000000,180.0000000,46981190
GAZP,D,20120329,000000,177.0500000,51188760
GAZP,D,20120330,000000,181.3000000,62853050
GAZP,D,20120402,000000,181.8900000,42843540
GAZP,D,20120403,000000,185.2000000,45883310
GAZP,D,20120404,000000,181.2300000,48314190
GAZP,D,20120405,000000,182.1800000,50604210
GAZP,D,20120406,000000,178.0700000,30834140
GAZP,D,20120409,000000,179.8700000,32726460
GAZP,D,20120410,000000,176.4200000,49246560
GAZP,D,20120411,000000,176.0100000,53963650
GAZP,D,20120412,000000,175.7400000,65924150
GAZP,D,20120413,000000,177.9700000,69545180
GAZP,D,20120416,000000,174.3100000,51840650
GAZP,D,20120417,000000,170.9000000,88890640
GAZP,D,20120418,000000,169.3900000,52529150
GAZP,D,20120419,000000,171.1500000,61677190
GAZP,D,20120420,000000,170.9300000,41137410
GAZP,D,20120423,000000,166.4800000,54144600
GAZP,D,20120424,000000,163.8900000,59659520
GAZP,D,20120425,000000,165.0800000,40197470
GAZP,D,20120426,000000,164.0100000,42672750
GAZP,D,20120427,000000,168.6900000,59339580
GAZP,D,20120428,000000,169.2700000,11421800
GAZP,D,20120502,000000,167.5000000,50851590
GAZP,D,20120503,000000,169.2500000,38587240
GAZP,D,20120504,000000,162.7500000,62454150
GAZP,D,20120505,000000,164.0000000,15766100
GAZP,D,20120507,000000,165.7300000,24546050
GAZP,D,20120508,000000,165.0000000,24514300
GAZP,D,20120510,000000,165.0000000,66321140
GAZP,D,20120511,000000,158.1500000,57215720
GAZP,D,20120512,000000,158.0200000,10550590
GAZP,D,20120514,000000,149.5100000,61885220
GAZP,D,20120515,000000,148.5300000,88772080
GAZP,D,20120516,000000,146.0200000,60087650
GAZP,D,20120517,000000,142.7000000,80393860
GAZP,D,20120518,000000,139.5800000,84727770
GAZP,D,20120521,000000,142.0000000,53655260
GAZP,D,20120522,000000,143.4100000,55137800
GAZP,D,20120523,000000,138.6900000,57083240
GAZP,D,20120524,000000,142.1600000,56174530
GAZP,D,20120525,000000,143.0000000,46042930
GAZP,D,20120528,000000,144.2200000,33805550
GAZP,D,20120529,000000,148.5000000,51606570
GAZP,D,20120530,000000,148.1100000,67529800
GAZP,D,20120531,000000,147.0300000,63943740
GAZP,D,20120601,000000,148.6500000,70830110
GAZP,D,20120604,000000,151.5000000,49975870
GAZP,D,20120605,000000,150.4700000,36883720
GAZP,D,20120606,000000,150.1500000,52434510
GAZP,D,20120607,000000,151.7500000,53390070
GAZP,D,20120608,000000,151.5000000,31184310
GAZP,D,20120609,000000,152.1400000,7839580
GAZP,D,20120613,000000,152.3000000,42377860
GAZP,D,20120614,000000,152.1900000,28967420
GAZP,D,20120615,000000,156.2000000,67485940
GAZP,D,20120618,000000,157.7000000,39400150
GAZP,D,20120619,000000,158.9000000,34880420
GAZP,D,20120620,000000,157.7200000,30770690
GAZP,D,20120621,000000,156.1700000,36999140
GAZP,D,20120622,000000,154.9000000,35143440
GAZP,D,20120625,000000,151.1200000,28526910
GAZP,D,20120626,000000,151.3000000,27475350
GAZP,D,20120627,000000,153.9000000,33227360
GAZP,D,20120628,000000,150.6500000,34912800
GAZP,D,20120629,000000,153.7600000,41662940
GAZP,D,20120702,000000,155.2500000,30523510
GAZP,D,20120703,000000,158.8600000,45777830
GAZP,D,20120704,000000,159.0500000,23232190
GAZP,D,20120705,000000,157.3300000,49344610
GAZP,D,20120706,000000,155.4100000,29837740
GAZP,D,20120709,000000,154.4100000,26236380
GAZP,D,20120710,000000,155.6000000,31636390
GAZP,D,20120711,000000,153.9000000,25262760
GAZP,D,20120712,000000,152.5600000,29005950
GAZP,D,20120713,000000,153.3300000,25632110
GAZP,D,20120716,000000,153.8000000,25427370
GAZP,D,20120717,000000,155.1900000,35581700
GAZP,D,20120718,000000,154.8000000,25156350
GAZP,D,20120719,000000,156.5200000,34679570
GAZP,D,20120720,000000,153.0100000,24418280
GAZP,D,20120723,000000,148.3700000,42670480
GAZP,D,20120724,000000,145.8000000,36050570
GAZP,D,20120725,000000,145.9900000,37204570
GAZP,D,20120726,000000,148.5000000,32226180
GAZP,D,20120727,000000,152.3500000,40937450
GAZP,D,20120730,000000,154.7500000,33865900
GAZP,D,20120731,000000,150.7500000,40548020
GAZP,D,20120801,000000,149.9900000,29329820
GAZP,D,20120802,000000,148.2000000,47334250
GAZP,D,20120803,000000,151.1000000,37777430
GAZP,D,20120806,000000,154.7200000,37933350
GAZP,D,20120807,000000,156.4200000,37894410
GAZP,D,20120808,000000,155.5700000,26126050
GAZP,D,20120809,000000,155.0400000,34724360
GAZP,D,20120810,000000,153.8500000,29127480
GAZP,D,20120813,000000,155.2000000,28528200
GAZP,D,20120814,000000,156.9900000,24274940
GAZP,D,20120815,000000,154.6000000,27134430
GAZP,D,20120816,000000,156.8300000,28373870
GAZP,D,20120817,000000,156.8300000,22478010
GAZP,D,20120820,000000,154.1100000,25768500
GAZP,D,20120821,000000,156.9700000,26372520
GAZP,D,20120822,000000,156.8400000,19322210
GAZP,D,20120823,000000,157.1000000,38649510
GAZP,D,20120824,000000,156.8100000,24468730
GAZP,D,20120827,000000,156.2600000,17133280
GAZP,D,20120828,000000,156.5000000,26223420
GAZP,D,20120829,000000,156.0000000,35028820
GAZP,D,20120830,000000,155.0700000,24290630
GAZP,D,20120831,000000,157.4000000,30892480
GAZP,D,20120903,000000,158.1200000,23217020
GAZP,D,20120904,000000,158.0600000,20325880
GAZP,D,20120905,000000,155.0500000,41137950
GAZP,D,20120906,000000,158.9000000,37096830
GAZP,D,20120907,000000,163.2400000,64673990
GAZP,D,20120910,000000,164.2100000,29602950
GAZP,D,20120911,000000,163.4000000,23509760
GAZP,D,20120912,000000,163.2100000,32925800
GAZP,D,20120913,000000,162.9900000,28785170
GAZP,D,20120914,000000,169.5200000,89425010
GAZP,D,20120917,000000,169.2600000,52085840
GAZP,D,20120918,000000,167.7600000,34145780
GAZP,D,20120919,000000,164.7500000,50205100
GAZP,D,20120920,000000,164.8500000,38307250
GAZP,D,20120921,000000,163.8000000,33405310
GAZP,D,20120924,000000,161.9700000,28601300
GAZP,D,20120925,000000,160.8700000,28237750
GAZP,D,20120926,000000,157.0000000,35401810
GAZP,D,20120927,000000,157.4900000,31478540
GAZP,D,20120928,000000,157.7500000,23986630
GAZP,D,20121001,000000,160.9000000,30327240
GAZP,D,20121002,000000,159.3000000,29739610
GAZP,D,20121003,000000,158.1400000,27751810
GAZP,D,20121004,000000,156.4100000,33457260
GAZP,D,20121005,000000,159.0700000,33181280
GAZP,D,20121008,000000,158.9000000,26772470
GAZP,D,20121009,000000,157.1500000,37514820
GAZP,D,20121010,000000,155.3000000,34351090
GAZP,D,20121011,000000,154.2500000,34197520
GAZP,D,20121012,000000,152.3600000,34277820
GAZP,D,20121015,000000,152.2200000,20719800
GAZP,D,20121016,000000,153.9800000,30686780
GAZP,D,20121017,000000,156.1400000,43693190
GAZP,D,20121018,000000,155.0000000,35080730
GAZP,D,20121019,000000,154.6800000,25352510
GAZP,D,20121022,000000,156.5300000,27048280
GAZP,D,20121023,000000,153.6700000,32546080
GAZP,D,20121024,000000,152.6600000,36133160
GAZP,D,20121025,000000,152.7800000,24928680
GAZP,D,20121026,000000,151.5600000,28055970
GAZP,D,20121029,000000,150.8500000,14515460
GAZP,D,20121030,000000,147.0600000,45663650
GAZP,D,20121031,000000,144.9000000,45879980
GAZP,D,20121101,000000,144.3000000,44843050
GAZP,D,20121102,000000,146.0300000,35689340
GAZP,D,20121106,000000,146.0000000,21466000
GAZP,D,20121107,000000,143.7000000,31715450
GAZP,D,20121108,000000,143.1500000,37329090
GAZP,D,20121109,000000,145.6000000,32767570
GAZP,D,20121112,000000,144.8800000,22195220
GAZP,D,20121113,000000,139.8000000,47859800
GAZP,D,20121114,000000,139.3500000,45972270
GAZP,D,20121115,000000,141.7300000,35037820
GAZP,D,20121116,000000,140.2000000,27437070
GAZP,D,20121119,000000,142.0000000,22780830
GAZP,D,20121120,000000,141.2500000,19670390
GAZP,D,20121121,000000,142.8000000,33109290
GAZP,D,20121122,000000,142.1100000,19679330
GAZP,D,20121123,000000,141.6300000,29289690
GAZP,D,20121126,000000,140.3300000,21940740
GAZP,D,20121127,000000,138.3000000,34902250
GAZP,D,20121128,000000,137.2600000,42167920
GAZP,D,20121129,000000,137.2900000,28855870
GAZP,D,20121130,000000,138.6700000,46758000
GAZP,D,20121203,000000,140.8800000,36112070
GAZP,D,20121204,000000,139.4000000,25927810
GAZP,D,20121205,000000,140.6700000,44337850
GAZP,D,20121206,000000,139.5300000,36300120
GAZP,D,20121207,000000,139.5000000,25899000
GAZP,D,20121210,000000,140.2900000,23456770
GAZP,D,20121211,000000,139.5300000,30034400
GAZP,D,20121212,000000,140.9400000,39987000
GAZP,D,20121213,000000,139.4800000,33142430
GAZP,D,20121214,000000,139.4100000,26919300
GAZP,D,20121217,000000,139.7300000,38005690
GAZP,D,20121218,000000,140.3400000,37052990
GAZP,D,20121219,000000,140.1600000,36175280
GAZP,D,20121220,000000,142.7500000,52631210
GAZP,D,20121221,000000,144.3500000,54736690
GAZP,D,20121224,000000,144.6500000,32439520
GAZP,D,20121225,000000,144.7600000,13382570
GAZP,D,20121226,000000,145.0600000,11145690
GAZP,D,20121227,000000,144.9500000,17132780
GAZP,D,20121228,000000,143.7000000,22201360
GAZP,D,20130108,000000,147.9000000,25194460
GAZP,D,20130109,000000,148.9100000,29495030
GAZP,D,20130110,000000,147.6000000,22687230
GAZP,D,20130111,000000,147.9700000,19645680
GAZP,D,20130114,000000,149.6000000,28624470
GAZP,D,20130115,000000,147.7300000,25909670
GAZP,D,20130116,000000,146.4200000,31561980
GAZP,D,20130117,000000,147.7000000,31752360
GAZP,D,20130118,000000,148.4200000,27574060
GAZP,D,20130121,000000,147.7400000,19778150
GAZP,D,20130122,000000,145.8400000,28664340
GAZP,D,20130123,000000,146.6700000,23636620
GAZP,D,20130124,000000,146.1400000,23624260
