<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
SBER,D,20121226,000000,92.3500000,30125340
SBER,D,20121227,000000,92.8200000,40235010
SBER,D,20121228,000000,92.9400000,39928090
SBER,D,20130108,000000,98.3700000,92329970
SBER,D,20130109,000000,98.2300000,59776760
SBER,D,20130110,000000,98.4100000,47627940
SBER,D,20130111,000000,99.5600000,71837780
SBER,D,20130114,000000,100.9900000,83853170
SBER,D,20130115,000000,99.8500000,79826300
SBER,D,20130116,000000,99.9700000,67724860
SBER,D,20130117,000000,101.1500000,83700880
SBER,D,20130118,000000,103.4800000,109787610
SBER,D,20130121,000000,103.6400000,77530220
SBER,D,20130122,000000,102.3500000,85466960
SBER,D,20130123,000000,103.4500000,91691290
SBER,D,20130124,000000,102.4800000,81560080
SBER,D,20130125,000000,103.6700000,86472330
SBER,D,20130128,000000,106.9000000,141118960
SBER,D,20130129,000000,106.5500000,131139260
SBER,D,20130130,000000,107.8000000,120986410
SBER,D,20130131,000000,109.5900000,205445720
SBER,D,20130201,000000,108.3600000,114469060
SBER,D,20130204,000000,107.2000000,69727400
SBER,D,20130205,000000,107.7500000,55293380
SBER,D,20130206,000000,106.8000000,102253660
SBER,D,20130207,000000,105.6500000,90056520
SBER,D,20130208,000000,107.0800000,80053050
SBER,D,20130211,000000,107.0400000,57988870
SBER,D,20130212,000000,108.4800000,105868450
SBER,D,20130213,000000,108.8000000,73464860
SBER,D,20130214,000000,107.6200000,140588190
SBER,D,20130215,000000,105.0800000,98467720
SBER,D,20130218,000000,106.2300000,64846740
SBER,D,20130219,000000,108.7300000,82990210
SBER,D,20130220,000000,107.8200000,76069960
SBER,D,20130221,000000,106.7400000,78886710
SBER,D,20130222,000000,106.1200000,51230610
SBER,D,20130225,000000,106.6100000,43029540
SBER,D,20130226,000000,104.1400000,94301080
SBER,D,20130227,000000,103.4500000,59392750
SBER,D,20130228,000000,104.5700000,68756200
