<TICKER>,<PER>,<DATE>,<TIME>,<CLOSE>,<VOL>
MGNT,D,20110216,000000,3790.0000000,3392
MGNT,D,20110217,000000,3800.0000000,9507
MGNT,D,20110218,000000,3820.0000000,4948
MGNT,D,20110221,000000,3783.0900000,3679
MGNT,D,20110222,000000,3744.0000000,7023
MGNT,D,20110224,000000,3600.0000000,16480
MGNT,D,20110225,000000,3695.0000000,14176
MGNT,D,20110228,000000,3789.9900000,9872
MGNT,D,20110301,000000,3780.0000000,4443
MGNT,D,20110302,000000,3760.0000000,6578
MGNT,D,20110303,000000,3851.0000000,16885
MGNT,D,20110304,000000,3832.6000000,15648
MGNT,D,20110305,000000,3877.2000000,9829
MGNT,D,20110309,000000,3910.0000000,15264
MGNT,D,20110310,000000,3815.0000000,8485
MGNT,D,20110311,000000,3785.9000000,10714
MGNT,D,20110314,000000,3800.0000000,16046
MGNT,D,20110315,000000,3720.0000000,23594
MGNT,D,20110316,000000,3645.0000000,25588
MGNT,D,20110317,000000,3669.8000000,12789
MGNT,D,20110318,000000,3770.1000000,22112
MGNT,D,20110321,000000,3874.0000000,20802
MGNT,D,20110322,000000,3899.9000000,10178
MGNT,D,20110323,000000,3974.0000000,12031
MGNT,D,20110324,000000,3980.0000000,27174
MGNT,D,20110325,000000,3998.9000000,18766
MGNT,D,20110328,000000,3990.5000000,7140
MGNT,D,20110329,000000,3925.2000000,11806
MGNT,D,20110330,000000,3984.8000000,10012
MGNT,D,20110331,000000,3983.4000000,21641
MGNT,D,20110401,000000,3983.8000000,17031
MGNT,D,20110404,000000,3951.0000000,11336
MGNT,D,20110405,000000,3889.9000000,12623
MGNT,D,20110406,000000,3872.0000000,17408
MGNT,D,20110407,000000,3841.0000000,8803
MGNT,D,20110408,000000,3821.5000000,9079
MGNT,D,20110411,000000,3838.4000000,12287
MGNT,D,20110412,000000,3843.0000000,18011
MGNT,D,20110413,000000,3809.2000000,16003
MGNT,D,20110414,000000,3770.5000000,8933
MGNT,D,20110415,000000,3764.5000000,25345
MGNT,D,20110418,000000,3789.6000000,26514
MGNT,D,20110419,000000,3672.0000000,36069
MGNT,D,20110420,000000,3600.0000000,39881
MGNT,D,20110421,000000,3615.2000000,13434
MGNT,D,20110422,000000,3720.0000000,7544
MGNT,D,20110425,000000,3753.0000000,17702
MGNT,D,20110426,000000,3700.0000000,12924
MGNT,D,20110427,000000,3613.7000000,8508
MGNT,D,20110428,000000,3686.2000000,8286
MGNT,D,20110429,000000,3646.6000000,5262
MGNT,D,20110503,000000,3570.1000000,12370
MGNT,D,20110504,000000,3554.9000000,32998
MGNT,D,20110505,000000,3541.8000000,12982
MGNT,D,20110506,000000,3710.0000000,32545
MGNT,D,20110510,000000,3710.0000000,17540
MGNT,D,20110511,000000,3761.1000000,23617
MGNT,D,20110512,000000,3696.0000000,27577
MGNT,D,20110513,000000,3660.0000000,8685
MGNT,D,20110516,000000,3663.1000000,5776
MGNT,D,20110517,000000,3661.0000000,12086
MGNT,D,20110518,000000,3696.5000000,18385
MGNT,D,20110519,000000,3722.8000000,20911
MGNT,D,20110520,000000,3709.3000000,18806
MGNT,D,20110523,000000,3649.9000000,10276
MGNT,D,20110524,000000,3650.0000000,17600
MGNT,D,20110525,000000,3740.3000000,15947
MGNT,D,20110526,000000,3870.0000000,77358
MGNT,D,20110527,000000,3860.0000000,34934
MGNT,D,20110530,000000,3880.0000000,5706
MGNT,D,20110531,000000,3930.0000000,9936
MGNT,D,20110601,000000,3900.0000000,29979
MGNT,D,20110602,000000,3908.0000000,25516
MGNT,D,20110603,000000,3840.3000000,25894
MGNT,D,20110606,000000,3809.9000000,11029
MGNT,D,20110607,000000,3796.7000000,9645
MGNT,D,20110608,000000,3796.6000000,6914
MGNT,D,20110609,000000,3820.0000000,7791
MGNT,D,20110610,000000,3865.0000000,16564
MGNT,D,20110614,000000,3892.5000000,29194
MGNT,D,20110615,000000,3932.7000000,58917
MGNT,D,20110616,000000,3928.9000000,8811
MGNT,D,20110617,000000,3875.7000000,8150
MGNT,D,20110620,000000,3814.3000000,8613
MGNT,D,20110621,000000,3802.0000000,29389
MGNT,D,20110622,000000,3835.1000000,22239
MGNT,D,20110623,000000,3782.0000000,15158
MGNT,D,20110624,000000,3780.0000000,33201
MGNT,D,20110627,000000,3752.6000000,8576
MGNT,D,20110628,000000,3781.8000000,15641
MGNT,D,20110629,000000,3800.0000000,22795
MGNT,D,20110630,000000,3759.9000000,14273
MGNT,D,20110701,000000,3965.1000000,169582
MGNT,D,20110704,000000,3990.1000000,27595
MGNT,D,20110705,000000,3954.2000000,6764
MGNT,D,20110706,000000,3999.0000000,7568
MGNT,D,20110707,000000,4077.1000000,17558
MGNT,D,20110708,000000,4025.0000000,15244
MGNT,D,20110711,000000,3968.9000000,15613
MGNT,D,20110712,000000,3992.6000000,31957
MGNT,D,20110713,000000,3989.9000000,20426
MGNT,D,20110714,000000,3972.5000000,15065
MGNT,D,20110715,000000,3949.6000000,4396
MGNT,D,20110718,000000,3913.7000000,31597
MGNT,D,20110719,000000,4003.9000000,9325
MGNT,D,20110720,000000,3948.0000000,10432
MGNT,D,20110721,000000,3923.3000000,18483
MGNT,D,20110722,000000,3951.0000000,25120
MGNT,D,20110725,000000,3947.7000000,11908
MGNT,D,20110726,000000,3960.0000000,25212
MGNT,D,20110727,000000,3990.0000000,12350
MGNT,D,20110728,000000,3942.3000000,14130
MGNT,D,20110729,000000,3955.0000000,24560
MGNT,D,20110801,000000,4005.0000000,18030
MGNT,D,20110802,000000,3939.8000000,17450
MGNT,D,20110803,000000,3819.7000000,29184
MGNT,D,20110804,000000,3719.8000000,38301
MGNT,D,20110805,000000,3625.4000000,40041
MGNT,D,20110808,000000,3450.0000000,70277
MGNT,D,20110809,000000,3538.0000000,70564
MGNT,D,20110810,000000,3336.7000000,59457
MGNT,D,20110811,000000,3130.0000000,78629
MGNT,D,20110812,000000,3210.0000000,24426
MGNT,D,20110815,000000,3364.0000000,44855
MGNT,D,20110816,000000,3270.2000000,5721
MGNT,D,20110817,000000,3380.0000000,91641
MGNT,D,20110818,000000,3148.8000000,25841
MGNT,D,20110819,000000,3190.0000000,30213
MGNT,D,20110822,000000,3279.9000000,14225
MGNT,D,20110823,000000,3286.6000000,22576
MGNT,D,20110824,000000,3175.2000000,18022
MGNT,D,20110825,000000,2886.4000000,70550
MGNT,D,20110826,000000,2891.5000000,65444
MGNT,D,20110829,000000,2980.3000000,18214
MGNT,D,20110830,000000,3007.0000000,39293
MGNT,D,20110831,000000,3185.0000000,31848
MGNT,D,20110901,000000,3116.4000000,15354
MGNT,D,20110902,000000,3089.0000000,12616
MGNT,D,20110905,000000,3118.1000000,8788
MGNT,D,20110906,000000,3130.0000000,16582
MGNT,D,20110907,000000,3175.0000000,12115
MGNT,D,20110908,000000,3100.0000000,10142
MGNT,D,20110909,000000,3029.0000000,37578
MGNT,D,20110912,000000,2914.7000000,59783
MGNT,D,20110913,000000,2923.3000000,22592
MGNT,D,20110914,000000,3035.2000000,35468
MGNT,D,20110915,000000,3135.0000000,86615
MGNT,D,20110916,000000,3174.0000000,31090
MGNT,D,20110919,000000,3105.0000000,29828
MGNT,D,20110920,000000,3119.2000000,13089
MGNT,D,20110921,000000,3092.0000000,10129
MGNT,D,20110922,000000,2931.3000000,40958
MGNT,D,20110923,000000,2850.0000000,50403
MGNT,D,20110926,000000,2926.1000000,58738
MGNT,D,20110927,000000,3005.5000000,29839
MGNT,D,20110928,000000,2928.2000000,19678
MGNT,D,20110929,000000,2965.6000000,34932
MGNT,D,20110930,000000,2765.6000000,44453
MGNT,D,20111003,000000,2897.2000000,42300
MGNT,D,20111004,000000,2609.3000000,46808
MGNT,D,20111005,000000,2695.5000000,25448
MGNT,D,20111006,000000,2794.9000000,60619
MGNT,D,20111007,000000,2886.9000000,45600
MGNT,D,20111010,000000,2867.3000000,12463
MGNT,D,20111011,000000,2730.0000000,67079
MGNT,D,20111012,000000,2715.0000000,75294
MGNT,D,20111013,000000,2665.0000000,88516
MGNT,D,20111014,000000,2737.6000000,24809
MGNT,D,20111017,000000,2783.1000000,48731
MGNT,D,20111018,000000,2950.0000000,52513
MGNT,D,20111019,000000,2838.2000000,29474
MGNT,D,20111020,000000,2820.0000000,16451
MGNT,D,20111021,000000,2955.0000000,34327
MGNT,D,20111024,000000,3147.9000000,55737
MGNT,D,20111025,000000,3116.3000000,50515
MGNT,D,20111026,000000,3244.7000000,59324
MGNT,D,20111027,000000,3282.9000000,44109
MGNT,D,20111028,000000,3315.0000000,91227
MGNT,D,20111031,000000,3293.4000000,39008
MGNT,D,20111101,000000,3194.8000000,79602
MGNT,D,20111102,000000,3165.4000000,54887
MGNT,D,20111103,000000,3109.0000000,59352
MGNT,D,20111107,000000,3110.5000000,41838
MGNT,D,20111108,000000,3124.8000000,42254
MGNT,D,20111109,000000,2970.1000000,55035
MGNT,D,20111110,000000,2909.0000000,44785
MGNT,D,20111111,000000,2912.0000000,33174
MGNT,D,20111114,000000,2923.7000000,51268
MGNT,D,20111115,000000,2863.0000000,41478
MGNT,D,20111116,000000,2826.7000000,27387
MGNT,D,20111117,000000,2805.3000000,42819
MGNT,D,20111118,000000,2789.1000000,14399
MGNT,D,20111121,000000,2757.0000000,35153
MGNT,D,20111122,000000,2780.2000000,11854
MGNT,D,20111123,000000,2819.8000000,14949
MGNT,D,20111124,000000,2767.2000000,15363
MGNT,D,20111125,000000,2715.0000000,22970
MGNT,D,20111128,000000,2877.0000000,47596
MGNT,D,20111129,000000,2889.8000000,24158
MGNT,D,20111130,000000,2985.0000000,48671
MGNT,D,20111201,000000,2874.0000000,53059
MGNT,D,20111202,000000,2788.0000000,98701
MGNT,D,20111205,000000,2836.0000000,48404
MGNT,D,20111206,000000,2789.5000000,106266
MGNT,D,20111207,000000,2804.0000000,58970
MGNT,D,20111208,000000,2815.9000000,76289
MGNT,D,20111209,000000,2726.0000000,44098
MGNT,D,20111212,000000,2606.1000000,38768
MGNT,D,20111213,000000,2650.2000000,23499
MGNT,D,20111214,000000,2744.0000000,93984
MGNT,D,20111215,000000,2752.0000000,92753
MGNT,D,20111216,000000,2733.1000000,27892
MGNT,D,20111219,000000,2744.3000000,32026
MGNT,D,20111220,000000,2733.1000000,7716
MGNT,D,20111221,000000,2791.0000000,30486
MGNT,D,20111222,000000,2749.9000000,12392
MGNT,D,20111223,000000,2705.5000000,15502
MGNT,D,20111226,000000,2710.0000000,8124
MGNT,D,20111227,000000,2709.2000000,5329
MGNT,D,20111228,000000,2716.2000000,23020
MGNT,D,20111229,000000,2725.0000000,16846
MGNT,D,20111230,000000,2826.0000000,30101
MGNT,D,20120103,000000,2860.0000000,16766
MGNT,D,20120104,000000,2864.0000000,22219
MGNT,D,20120105,000000,2850.2000000,56542
MGNT,D,20120106,000000,2865.1000000,33064
MGNT,D,20120109,000000,2911.6000000,23085
MGNT,D,20120110,000000,2964.3000000,40868
MGNT,D,20120111,000000,3080.1000000,52046
MGNT,D,20120112,000000,3075.0000000,46736
MGNT,D,20120113,000000,3065.0000000,30574
MGNT,D,20120116,000000,3054.0000000,34860
MGNT,D,20120117,000000,3141.0000000,75418
MGNT,D,20120118,000000,3200.0000000,45588
MGNT,D,20120119,000000,3250.0000000,45974
MGNT,D,20120120,000000,3066.0000000,72111
MGNT,D,20120123,000000,3175.0000000,68713
MGNT,D,20120124,000000,3185.0000000,37565
MGNT,D,20120125,000000,3183.0000000,22317
MGNT,D,20120126,000000,3239.0000000,58306
MGNT,D,20120127,000000,3293.9000000,66481
MGNT,D,20120130,000000,3257.0000000,93179
MGNT,D,20120131,000000,3261.3000000,51911
MGNT,D,20120201,000000,3380.0000000,161924
MGNT,D,20120202,000000,3427.3000000,107602
MGNT,D,20120203,000000,3380.0000000,24260
MGNT,D,20120206,000000,3380.0000000,50339
MGNT,D,20120207,000000,3350.0000000,17938
MGNT,D,20120208,000000,3417.4000000,68131
MGNT,D,20120209,000000,3290.0000000,32006
MGNT,D,20120210,000000,3321.1000000,40904
MGNT,D,20120213,000000,3405.0000000,78493
MGNT,D,20120214,000000,3490.9000000,36553
MGNT,D,20120215,000000,3560.0000000,78385
MGNT,D,20120216,000000,3486.0000000,77917
MGNT,D,20120217,000000,3485.0000000,20113
MGNT,D,20120220,000000,3498.1000000,61182
MGNT,D,20120221,000000,3505.0000000,41954
MGNT,D,20120222,000000,3499.9000000,59313
MGNT,D,20120224,000000,3622.0000000,65979
MGNT,D,20120227,000000,3630.0000000,48569
MGNT,D,20120228,000000,3569.1000000,24338
MGNT,D,20120229,000000,3650.0000000,50937
MGNT,D,20120301,000000,3560.0000000,42702
MGNT,D,20120302,000000,3566.1000000,51122
MGNT,D,20120305,000000,3548.2000000,42783
MGNT,D,20120306,000000,3415.0000000,38784
MGNT,D,20120307,000000,3466.0000000,21217
MGNT,D,20120311,000000,3660.0000000,15369
MGNT,D,20120312,000000,3740.0000000,61567
MGNT,D,20120313,000000,3760.0000000,27684
MGNT,D,20120314,000000,3825.1000000,96984
MGNT,D,20120315,000000,3804.9000000,166636
MGNT,D,20120316,000000,3829.0000000,34412
MGNT,D,20120319,000000,3745.6000000,50043
MGNT,D,20120320,000000,3660.2000000,61074
MGNT,D,20120321,000000,3613.4000000,111263
MGNT,D,20120322,000000,3589.7000000,29935
MGNT,D,20120323,000000,3607.7000000,24135
MGNT,D,20120326,000000,3630.0000000,53834
MGNT,D,20120327,000000,3640.0000000,49106
MGNT,D,20120328,000000,3640.0000000,46031
MGNT,D,20120329,000000,3591.0000000,36140
MGNT,D,20120330,000000,3647.0000000,31467
MGNT,D,20120402,000000,3642.1000000,47420
MGNT,D,20120403,000000,3654.9000000,38394
MGNT,D,20120404,000000,3634.0000000,32789
MGNT,D,20120405,000000,3685.0000000,58193
MGNT,D,20120406,000000,3590.0000000,16902
MGNT,D,20120409,000000,3589.9000000,14086
MGNT,D,20120410,000000,3672.0000000,38803
MGNT,D,20120411,000000,3663.0000000,24986
MGNT,D,20120412,000000,3627.8000000,54466
MGNT,D,20120413,000000,3654.0000000,17711
MGNT,D,20120416,000000,3630.0000000,30725
MGNT,D,20120417,000000,3668.0000000,23771
MGNT,D,20120418,000000,3660.0000000,11972
MGNT,D,20120419,000000,3714.0000000,69393
MGNT,D,20120420,000000,3771.2000000,67723
MGNT,D,20120423,000000,3810.0000000,79854
MGNT,D,20120424,000000,3729.0000000,59202
MGNT,D,20120425,000000,3740.0000000,71643
MGNT,D,20120426,000000,3683.1000000,49690
MGNT,D,20120427,000000,3688.7000000,39334
MGNT,D,20120428,000000,3690.0000000,3897
MGNT,D,20120502,000000,3560.0000000,88445
MGNT,D,20120503,000000,3571.0000000,73442
MGNT,D,20120504,000000,3490.0000000,103451
MGNT,D,20120505,000000,3446.7000000,7502
MGNT,D,20120507,000000,3450.0000000,14787
MGNT,D,20120508,000000,3530.0000000,104812
MGNT,D,20120510,000000,3594.4000000,44730
MGNT,D,20120511,000000,3510.0000000,18121
MGNT,D,20120512,000000,3519.4000000,7763
MGNT,D,20120514,000000,3443.6000000,144876
MGNT,D,20120515,000000,3467.9000000,85046
MGNT,D,20120516,000000,3451.7000000,145821
MGNT,D,20120517,000000,3324.0000000,40550
MGNT,D,20120518,000000,3326.0000000,31473
MGNT,D,20120521,000000,3379.7000000,52047
MGNT,D,20120522,000000,3351.5000000,85627
MGNT,D,20120523,000000,3267.5000000,52079
MGNT,D,20120524,000000,3345.0000000,33496
MGNT,D,20120525,000000,3300.0000000,53644
MGNT,D,20120528,000000,3435.0000000,12171
MGNT,D,20120529,000000,3390.0000000,38151
MGNT,D,20120530,000000,3364.1000000,61966
MGNT,D,20120531,000000,3296.0000000,58626
MGNT,D,20120601,000000,3250.0000000,34854
MGNT,D,20120604,000000,3365.0000000,20673
MGNT,D,20120605,000000,3300.0000000,14972
MGNT,D,20120606,000000,3403.8000000,41945
MGNT,D,20120607,000000,3445.4000000,67370
MGNT,D,20120608,000000,3471.6000000,55477
MGNT,D,20120609,000000,3548.0000000,7156
MGNT,D,20120613,000000,3555.0000000,32183
MGNT,D,20120614,000000,3615.0000000,38790
MGNT,D,20120615,000000,3719.5000000,110791
MGNT,D,20120618,000000,3728.8000000,68492
MGNT,D,20120619,000000,3772.0000000,115963
MGNT,D,20120620,000000,3797.0000000,101525
MGNT,D,20120621,000000,3759.8000000,36512
MGNT,D,20120622,000000,3724.9000000,34977
MGNT,D,20120625,000000,3750.0000000,118471
MGNT,D,20120626,000000,3760.0000000,63865
MGNT,D,20120627,000000,3833.9000000,116199
MGNT,D,20120628,000000,3814.5000000,45522
MGNT,D,20120629,000000,3894.9000000,49224
MGNT,D,20120702,000000,3995.0000000,39119
MGNT,D,20120703,000000,4002.1000000,90143
MGNT,D,20120704,000000,3984.4000000,44352
MGNT,D,20120705,000000,3813.9000000,79591
MGNT,D,20120706,000000,3651.1000000,181948
MGNT,D,20120709,000000,3749.9000000,29538
MGNT,D,20120710,000000,3720.4000000,72494
MGNT,D,20120711,000000,3694.6000000,38717
MGNT,D,20120712,000000,3630.0000000,43101
MGNT,D,20120713,000000,3743.8000000,32070
MGNT,D,20120716,000000,3680.0000000,66023
MGNT,D,20120717,000000,3719.7000000,21699
MGNT,D,20120718,000000,3875.0000000,60775
MGNT,D,20120719,000000,3960.0000000,32791
MGNT,D,20120720,000000,3810.9000000,33211
MGNT,D,20120723,000000,3769.0000000,62229
MGNT,D,20120724,000000,4079.0000000,121189
MGNT,D,20120725,000000,4021.3000000,173038
MGNT,D,20120726,000000,4180.0000000,114135
MGNT,D,20120727,000000,4100.0000000,101397
MGNT,D,20120730,000000,4240.0000000,57745
MGNT,D,20120731,000000,4135.2000000,47179
MGNT,D,20120801,000000,4200.0000000,35113
MGNT,D,20120802,000000,4275.0000000,43819
MGNT,D,20120803,000000,4323.5000000,26760
MGNT,D,20120806,000000,4268.8000000,49617
MGNT,D,20120807,000000,4276.7000000,40637
MGNT,D,20120808,000000,4270.0000000,24816
MGNT,D,20120809,000000,4130.0000000,39722
MGNT,D,20120810,000000,4115.0000000,34168
MGNT,D,20120813,000000,4269.9000000,35057
MGNT,D,20120814,000000,4295.0000000,20953
MGNT,D,20120815,000000,4278.7000000,22399
MGNT,D,20120816,000000,4250.0000000,16594
MGNT,D,20120817,000000,4187.4000000,14461
MGNT,D,20120820,000000,4250.0000000,34813
MGNT,D,20120821,000000,4285.1000000,32201
MGNT,D,20120822,000000,4275.0000000,22644
MGNT,D,20120823,000000,4231.0000000,36246
MGNT,D,20120824,000000,4166.7000000,52082
MGNT,D,20120827,000000,4116.1000000,12682
MGNT,D,20120828,000000,4106.5000000,23708
MGNT,D,20120829,000000,4103.5000000,28114
MGNT,D,20120830,000000,4160.4000000,31411
MGNT,D,20120831,000000,4181.0000000,46879
MGNT,D,20120903,000000,4272.0000000,35554
MGNT,D,20120904,000000,4279.0000000,41809
MGNT,D,20120905,000000,4280.0000000,32843
MGNT,D,20120906,000000,4233.0000000,40962
MGNT,D,20120907,000000,4388.0000000,139915
MGNT,D,20120910,000000,4444.0000000,198406
MGNT,D,20120911,000000,4476.5000000,96332
MGNT,D,20120912,000000,4419.5000000,54363
MGNT,D,20120913,000000,4425.0000000,38948
MGNT,D,20120914,000000,4485.0000000,148723
MGNT,D,20120917,000000,4395.9000000,156115
MGNT,D,20120918,000000,4215.0000000,95729
MGNT,D,20120919,000000,4150.0000000,84982
MGNT,D,20120920,000000,4125.0000000,111589
MGNT,D,20120921,000000,4349.9000000,69306
MGNT,D,20120924,000000,4410.0000000,35700
MGNT,D,20120925,000000,4297.2000000,43763
MGNT,D,20120926,000000,4165.0000000,64134
MGNT,D,20120927,000000,4231.4000000,34726
MGNT,D,20120928,000000,4164.9000000,85619
MGNT,D,20121001,000000,4271.0000000,25574
MGNT,D,20121002,000000,4333.7000000,46526
MGNT,D,20121003,000000,4307.0000000,71453
MGNT,D,20121004,000000,4298.5000000,115172
MGNT,D,20121005,000000,4389.9000000,97209
MGNT,D,20121008,000000,4456.1000000,54886
MGNT,D,20121009,000000,4437.0000000,54049
MGNT,D,20121010,000000,4367.0000000,56402
MGNT,D,20121011,000000,4439.0000000,29955
MGNT,D,20121012,000000,4438.8000000,45104
MGNT,D,20121015,000000,4378.9000000,24675
MGNT,D,20121016,000000,4499.0000000,59936
MGNT,D,20121017,000000,4530.4000000,67810
MGNT,D,20121018,000000,4466.9000000,63164
MGNT,D,20121019,000000,4580.0000000,95261
MGNT,D,20121022,000000,4595.1000000,31441
MGNT,D,20121023,000000,4495.1000000,64624
MGNT,D,20121024,000000,4528.5000000,38700
MGNT,D,20121025,000000,4511.0000000,154343
MGNT,D,20121026,000000,4575.0000000,163249
MGNT,D,20121029,000000,4570.8000000,31155
MGNT,D,20121030,000000,4465.0000000,38812
MGNT,D,20121031,000000,4460.0000000,24188
MGNT,D,20121101,000000,4519.7000000,61939
MGNT,D,20121102,000000,4580.0000000,109508
MGNT,D,20121106,000000,4668.8000000,64609
MGNT,D,20121107,000000,4655.6000000,84269
MGNT,D,20121108,000000,4524.0000000,57779
MGNT,D,20121109,000000,4499.0000000,101358
MGNT,D,20121112,000000,4580.0000000,32166
MGNT,D,20121113,000000,4441.7000000,95824
MGNT,D,20121114,000000,4289.6000000,199562
MGNT,D,20121115,000000,4400.0000000,86411
MGNT,D,20121116,000000,4535.0000000,75805
MGNT,D,20121119,000000,4531.2000000,25771
MGNT,D,20121120,000000,4574.6000000,71186
MGNT,D,20121121,000000,4555.0000000,34103
MGNT,D,20121122,000000,4540.0000000,12167
MGNT,D,20121123,000000,4545.0000000,17157
MGNT,D,20121126,000000,4497.0000000,14322
MGNT,D,20121127,000000,4455.9000000,8457
MGNT,D,20121128,000000,4514.0000000,56903
MGNT,D,20121129,000000,4465.3000000,20497
MGNT,D,20121130,000000,4495.0000000,21536
MGNT,D,20121203,000000,4456.0000000,51306
MGNT,D,20121204,000000,4480.2000000,32398
MGNT,D,20121205,000000,4499.9000000,80158
MGNT,D,20121206,000000,4501.0000000,48800
MGNT,D,20121207,000000,4520.0000000,26740
MGNT,D,20121210,000000,4522.3000000,57011
MGNT,D,20121211,000000,4595.5000000,55795
MGNT,D,20121212,000000,4719.9000000,92321
MGNT,D,20121213,000000,4718.0000000,74946
MGNT,D,20121214,000000,4697.0000000,68023
MGNT,D,20121217,000000,4730.0000000,56909
MGNT,D,20121218,000000,4878.6000000,37746
MGNT,D,20121219,000000,4851.3000000,25847
MGNT,D,20121220,000000,4893.0000000,22626
MGNT,D,20121221,000000,4840.0000000,54060
MGNT,D,20121224,000000,4835.5000000,29504
MGNT,D,20121225,000000,4783.5000000,6234
MGNT,D,20121226,000000,4810.5000000,105958
MGNT,D,20121227,000000,4826.0000000,16560
MGNT,D,20121228,000000,4786.4000000,31213
MGNT,D,20130108,000000,4983.7000000,96840
MGNT,D,20130109,000000,4899.0000000,42538
MGNT,D,20130110,000000,4950.0000000,72638
MGNT,D,20130111,000000,4939.9000000,75072
MGNT,D,20130114,000000,5118.9000000,73636
MGNT,D,20130115,000000,5110.0000000,42075
MGNT,D,20130116,000000,5359.6000000,94067
MGNT,D,20130117,000000,5472.0000000,55873
MGNT,D,20130118,000000,5635.5000000,79070
MGNT,D,20130121,000000,5660.0000000,50405
MGNT,D,20130122,000000,5510.0000000,106491
MGNT,D,20130123,000000,5760.0000000,113629
MGNT,D,20130124,000000,5702.9000000,75039
