"client_id";"DIR";"Age";"NumLoans";"NumRealEstateLoans";"NumDependents";"Num30.59Delinquencies";"Num60.89Delinquencies";"Income";"BalanceToCreditLimit";"Delinquent90"
545;0,12272;67,2;10;0;0;0;0;5777,45215;0,175394;0
546;0,74497;48,4;4;1;2;0;0;4253,413534;0,524349;0
548;1,15499;54,1;32;2;1;0;0;5634,09731;0,657425;0
555;0,055576;22;1;0;0;0;0;4945,439462;1,001203;0
562;0,444162;49,2;12;1;2;1;0;8417,129989;0,099446;0
563;0,467909;44,1;19;2;0;0;0;4000,038943;0,165071;0
566;0,188954;56,4;3;0;0;0;0;3742,056522;0;0
568;0,391017;41,1;15;1;1;0;0;5803,301532;0,308085;0
569;0,443248;36,2;2;1;0;0;0;4038,634304;1,009528;0
584;0,644119;63,1;8;3;1;0;0;5534,930085;0,029113;0
588;0,050063;61,4;7;0;0;0;0;9575,310832;0,035003;0
596;0,412582;30,3;8;1;0;0;0;3011,195131;0,915899;0
605;0,047608;63,4;3;1;1;0;0;5366,332939;0,004462;0
616;0,271861;58,5;3;1;0;0;0;3507,336541;0,075408;0
628;0,402741;68,2;7;1;0;0;0;7217,073785;0,007287;0
632;0,5368;42,3;9;1;2;0;0;4626,804186;0,586099;0
660;0,516383;47,1;13;1;0;0;1;6255,066367;1,000016;0
664;0,297877;70,3;8;1;0;0;0;5531,343836;0,04203;0
666;0,046085;51,2;6;0;1;0;0;16695,9626;0,105271;0
671;0,484991;42;10;1;1;0;0;5999,199867;0,579966;0
675;0,691582;56,3;8;4;0;0;0;7648,537315;0,437453;0
693;0,284755;30,2;3;0;2;0;0;3800,66277;0,969767;0
698;0,460769;63,2;8;1;0;0;0;7258,624842;0,167488;0
709;0,370446;47,4;10;0;0;1;0;2501,698857;0,078556;0
710;0,355908;54,1;6;1;0;2;1;4935,110764;0,840628;0
711;0,144422;31,3;5;0;0;0;0;3340,901805;1,008636;0
717;0,05184;74,5;7;0;1;0;0;9644,926688;0,069019;0
719;0,624317;40;5;1;2;0;0;1681,102425;0,151808;0
742;0,129243;49,4;4;0;0;0;0;4846,018892;0,506092;0
744;0,295025;38;2;2;0;1;0;6027,354982;1,005304;0
751;0,297449;58,3;15;2;0;0;0;10802,05984;0,106523;0
763;0,349259;65,4;10;2;1;0;0;6027,323721;0,023851;0
766;0,421286;43,3;5;2;1;0;0;7029,496166;0;0
770;0,544753;42,2;13;1;0;0;0;3511,48883;0,266925;0
771;0,029668;55,4;9;0;0;1;1;11093,34913;0,315509;1
773;0,446705;34;6;0;0;0;0;1845,759595;0,78096;1
779;0,260689;50,5;3;1;1;0;0;6047,326925;0,078579;0
784;0,28088;43,2;9;1;2;0;0;4031,543326;0,610061;0
794;1,056364;54,5;15;1;0;0;0;3837,905441;0,667512;0
801;0,248695;48,1;6;2;0;0;0;8048,313666;0,031636;0
805;0,451692;32,2;8;1;0;0;0;2415,367981;0,08734;0
816;0,156025;25,1;10;0;1;0;0;3534,286971;0,45951;0
817;0,047532;24,2;4;0;0;0;0;821,912214;0,37512;0
840;1,704668;64,2;9;2;0;0;0;1488,072207;0,037126;0
860;0,163635;62,4;15;1;0;0;0;8797,917959;0,037892;0
878;0,015718;57,2;2;0;1;0;0;10958,0643;0,54961;0
889;0,652442;55,1;9;3;2;0;0;9371,937528;0,728706;0
908;0,404265;53,2;9;2;1;0;0;3708,514714;0,050572;0
912;0,261843;54,4;10;1;1;0;0;10004,19007;0,025947;0
918;0,240155;55,3;3;2;2;0;0;15065,62059;0,056155;0
946;0,39736;37,3;3;0;2;0;0;2097,345227;0,218459;0
948;0,542326;51,5;18;1;0;1;1;7032,442923;0,081031;0
955;0,126145;41,2;9;0;3;1;0;2862,268209;0,350881;1
962;0,087235;76,7;9;1;0;0;0;5125,776889;0,024098;0
969;0,481375;46;4;1;0;0;0;4606,099303;1,006206;0
986;0,664009;52,5;8;2;0;2;0;6260,826274;0,777165;0
991;0,939278;49,1;12;2;1;0;1;3087,923793;0,004586;0
996;0,421143;44,4;7;1;1;0;0;10085,66491;0,120156;0
999;0,838844;40,1;21;1;1;1;0;4788,976343;0,183012;1
1001;1,349722;54,2;13;2;0;0;0;3506,188214;0;0
1011;0,270081;46,3;6;2;3;0;0;17023,75768;0,065751;0
1017;0,771886;37,2;7;1;0;0;0;2320,096675;0,055403;0
1024;0,619444;61,3;14;5;0;0;0;12026,72549;0,110492;0
1035;0,412364;68,1;12;1;0;0;0;6709,937372;0,776935;0
1048;0,013792;75,3;7;0;0;0;0;3377,336333;0,033666;0
1054;0,055187;67,1;6;0;0;0;0;5735,929902;0,014571;0
1060;0,33687;39,1;8;2;2;0;0;6229,599578;0,042627;0
1061;0,143905;54;6;2;3;0;0;11600,16783;0,088638;0
1079;0,221727;46;10;1;2;0;0;8240,640882;0,432929;0
1086;0,995711;68,5;13;1;0;0;0;3726,916719;0,375401;0
1087;0,129883;30;8;0;0;0;0;3473,491695;0,195065;0
1090;0,138794;55,3;1;0;0;1;0;4149,063277;1,008714;0
1092;0,042183;64,2;2;0;0;0;0;2802,163321;0,209768;0
1094;0,021846;46,2;3;0;2;3;1;3378,241965;1,466111;1
1098;0,383145;34;7;2;0;0;0;4541,611145;0,038823;0
1103;0,342399;48,4;16;2;2;0;0;15077,20244;0,164052;0
1117;0,08463;30,2;4;0;0;0;0;5032,77354;0;0
1123;0,068207;47,3;3;0;3;0;0;3724,838729;0;0
1129;0,080641;75,2;5;0;0;0;0;7138,666328;0,05769;0
1134;0,163104;27,1;3;2;1;6;1;4020,790521;1,009455;1
1140;0,76363;35,3;9;1;2;0;0;5713,228732;0;0
1144;0,355519;43,2;7;0;1;0;0;5138,331734;0,646875;0
1146;0,177488;63,1;5;1;0;0;0;7093,134281;0;0
1147;0,498101;52,1;7;3;1;0;0;6406,878117;0,299068;0
1149;0,474526;30,1;11;1;0;0;0;3025,42056;0,662419;0
1151;0,591745;40,4;7;2;2;0;0;4768,572737;0,005538;0
1154;0,236154;49,2;9;1;4;0;0;8620,421532;0,979939;0
1171;0,341493;53,1;9;3;0;0;0;14637,54847;0,488348;0
1172;0,144653;61,4;7;0;0;0;0;5474,753858;0,101915;0
1176;1,749935;40,3;15;4;3;0;0;3561,414002;0,059137;0
1180;0,344707;51;8;1;0;0;0;9085,963932;0,971239;0
1183;0,007049;57,2;2;0;1;0;0;8385,876524;0,080079;0
1184;0,541716;62,5;13;1;0;0;0;4620,394199;0,368276;0
1189;0,204897;41,1;7;2;0;0;0;13099,34499;0,070075;0
1192;1,152063;78,2;13;1;0;0;0;559,407903;0,011887;0
1201;0,003526;76,7;5;0;0;0;0;10040,12596;0,099058;0
1203;0,067789;51,1;2;1;0;0;0;14009,84162;1,008102;0
1210;0,180889;67,5;2;0;0;0;0;2987,934171;0,871406;0
1213;0,000246;76,6;7;0;0;0;0;4136,680058;0,001453;0
1215;0,881909;39,1;5;1;2;0;0;2201,930336;0,569781;0
1223;0,578051;51,2;9;1;1;0;0;3360,56572;0,657305;0
1229;0,232952;58,4;12;1;2;1;0;7841,097058;0,481475;0
1230;0,795004;63,5;18;2;3;0;0;5002,240615;0,167464;0
1255;0,471161;50,3;12;2;3;0;0;13457,36198;0,209445;0
1265;0,079304;41;2;0;2;0;0;4015,331374;0,042281;0
1298;0,317809;59,3;4;0;0;0;0;2216,945054;0,983505;0
1300;0,183839;31;8;2;0;0;0;12559,32591;0;0
1306;0,153664;64;5;1;1;0;0;6404,758311;0,057176;0
1308;0,249668;63,1;9;2;0;0;0;10389,81726;0,108856;0
1317;1,320924;50,1;9;2;2;2;0;3019,348374;1,009607;0
1332;0,004003;62,2;15;0;0;0;0;10596,46328;0,038089;0
1340;0,161219;73,1;7;1;0;0;0;5122,203165;0,096146;0
1344;0,517595;59,6;21;2;0;0;0;8797,044943;0,047256;0
1356;0,038065;40,4;0;0;0;0;0;3827,224042;1,006165;0
1361;0,021301;47,3;2;0;3;0;0;15982,60691;0,018105;0
1363;0,027949;63,5;12;1;0;0;0;4136,895937;0,012525;0
1374;0;63,6;2;0;0;0;0;1514,178058;0;0
1381;0,14315;41,3;10;1;2;0;0;13037,53789;0;0
1382;0,008732;54,2;7;0;1;0;0;24530,30567;0,179278;0
1388;0,660202;46,2;6;1;2;0;1;2995,04472;0,893311;1
1391;0,157782;83,7;13;0;1;0;0;4520,413936;0,003346;0
1392;0,318692;42,1;6;2;3;0;0;13255,23959;0,000458;0
1399;0,277801;46,1;5;0;2;0;0;3006,312257;0,820737;0
1401;0,092483;33,3;10;0;1;2;0;5278,890469;0,081173;1
1402;1,394328;47,4;7;3;1;0;0;2925,988396;0,236249;0
1418;1,785655;58,1;12;5;0;1;1;20035,55675;0,34228;0
1424;0,282808;57,2;15;2;3;0;0;13885,32563;0,071424;0
1427;0,160963;52,4;2;0;0;0;0;2075,961184;1,007579;0
1430;0,442785;41,1;14;2;4;0;0;15078,23036;0,309047;0
1454;0,368533;40,1;16;2;0;3;1;6267,256539;0,002458;1
1455;0,107094;77,7;5;1;0;0;0;4541,190822;0,020274;0
1461;0;88,9;0;0;0;0;0;3577,437501;1,002317;0
1462;0,25547;28,1;2;0;0;0;0;1854,102537;0;0
1466;0,304682;88,7;3;2;1;0;0;6410,547501;0,07185;0
1484;0,110578;30,2;10;0;0;0;0;7770,385532;0,03374;0
1486;0,007823;85,8;7;0;0;0;0;4026,632612;0,01787;0
1498;0,133466;42;2;0;2;0;1;8524,753217;1,009629;1
1510;0,013506;66,5;11;1;0;0;0;11919,24771;0,017415;0
1519;0,162261;57,2;5;1;0;0;0;7087,640688;0;0
1521;0,61106;52,3;8;2;4;0;0;3820,664681;0,728762;0
1524;0,22636;58,6;18;2;2;0;0;30571,39462;0,101228;0
1531;0,34091;51,4;5;2;2;0;0;7824,928719;0,365966;0
1534;0,287974;36,2;6;0;2;6;0;2500,481044;1,057223;0
1553;0,411611;68,3;12;2;1;0;0;4108,372889;0,194545;0
1558;0,18903;78,4;5;2;0;2;0;12549,00988;0,04912;0
1576;0,102122;32,1;7;0;2;2;3;4381,726795;0,975259;1
1577;0,461793;39,3;8;2;4;0;0;9465,479237;0,519143;0
1586;0,526128;29,2;8;1;2;0;0;5839,302994;0,597654;0
1593;0,258089;59,2;11;1;0;0;0;11538,51067;0,048497;0
1606;0,217671;59,4;8;1;1;0;0;10715,74586;0,042964;0
1612;0,505576;51;12;2;1;0;0;6960,943674;0,780551;0
1614;0,023966;29,1;3;0;0;0;0;3326,66098;1,005372;0
1616;0,427761;47;7;1;2;1;0;3350,92836;0;0
1620;0,184209;59,1;8;0;0;0;0;5804,564602;0,446843;0
1621;0;85,4;7;0;0;0;0;3357,800884;0;0
1622;0,234376;48,4;4;1;2;0;0;8589,263399;0,157075;0
1631;0,077766;73,1;11;0;0;0;0;1458,740901;0,077636;0
1632;0,127898;52,5;13;0;2;0;0;10921,97228;0,030682;0
1646;0,36321;59,3;8;2;0;0;0;7520,668129;0;0
1657;0,094945;43;1;1;0;0;0;5300,020517;1,009851;0
1671;0,064889;44,1;7;3;1;0;0;81346,72364;0,219606;0
1675;0,672171;63,2;12;1;0;0;0;2601,381191;0,093988;0
1680;0,050956;24,2;3;0;3;0;0;5364,947539;0,560394;0
1690;0,017578;36,1;4;0;1;0;0;6258,529977;0,40033;0
1693;0,299873;51,1;12;1;3;2;0;12237,77936;0,966912;0
1704;0,406476;53,2;6;1;0;1;0;3742,567119;0,519191;0
1708;0,201371;63,2;13;1;0;0;0;4509,553617;0,122275;0
1710;0,448443;57,3;4;2;1;1;0;2308,118083;1,009867;0
1721;0,234429;77,4;11;1;0;1;0;4301,352626;0,177028;0
1725;0,364984;40,2;12;1;1;0;0;7770,440347;0,098929;0
1729;0,743387;39,1;6;1;1;2;2;2007,42383;0,818424;0
1733;0,098791;54,1;3;0;0;0;0;7985,292751;0,029618;0
1736;0,155088;37,2;8;0;3;2;0;6214,887407;0,660865;0
1737;0;31;1;0;0;0;0;3704,898086;0;0
1743;0,325006;63,2;12;0;0;0;0;4597,747479;0,861515;0
1754;0,049466;84,6;7;0;0;0;0;837,177736;0,050227;0
1755;0,317147;58,4;9;3;1;0;0;10526,68329;0,04565;0
1765;0,240297;42,3;7;2;1;0;0;5607,457103;0,297538;0
1771;0,096127;29,2;2;0;0;1;0;3066,570807;1,001743;0
1779;0,525222;53,3;17;1;3;0;0;8536,069166;0,715542;0
1800;0,382361;56,1;12;2;2;0;0;13679,35048;0,408412;0
1802;0,538012;61,2;10;2;0;4;2;7932,434122;0,977703;1
1807;0,35484;72,1;9;1;0;0;0;11439,96376;0,294575;0
1809;0,296073;46,3;4;1;1;0;0;5769,233514;0,938316;0
1823;0,069164;62,4;8;2;0;0;0;25436,85873;0,012768;0
1839;0,658663;53,2;8;2;0;2;1;5844,900508;1,009852;0
1849;0,504119;48,3;6;1;2;0;0;4329,644569;0,009113;0
1853;0,736627;34;14;1;1;1;4;5507,970776;1,039232;1
1855;0,349088;42,2;17;0;0;1;0;2719,05069;0,858681;0
1882;0,11372;27,1;9;0;0;0;0;4544,110534;0;0
1892;0,256863;59,5;13;1;1;0;0;11627,6444;0,607458;0
1897;0,191524;33,2;2;0;2;0;0;2017,11367;1,007777;0
1905;0,148953;43,1;8;2;3;0;0;19000,39106;0,156658;0
1907;0,002963;61,3;20;0;0;0;0;10574,61058;0,010403;0
1911;0,600466;47,3;13;2;1;2;0;9191,621627;0,2683;0
1912;0,515514;56,1;10;1;1;0;0;3259,864376;0,254554;0
1914;0,467115;61,2;9;2;0;0;0;4373,416279;0,010184;0
1921;0,003742;65,6;9;0;0;0;0;7832,203415;0,014548;0
1935;1,746873;51,2;14;2;3;0;0;2927,381821;0,000755;0
1937;0,128904;30,1;7;0;0;0;0;7752,395353;0,625035;0
1939;0,002058;75,5;5;0;0;0;0;2452,953778;0,004105;0
1947;0,303906;39,1;6;2;0;0;0;4868,078695;0,014703;0
1951;0,479599;70,6;5;2;0;0;0;4539,109952;0,069457;0
1952;0,516158;46,4;12;2;1;0;0;7390,583739;0,489925;0
1960;0,451442;36,3;17;2;3;0;0;9005,823507;0,070448;0
1969;0,533512;55,5;21;1;0;0;0;3219,692394;0,01186;0
1970;0,116989;37,2;4;0;2;0;0;3867,47854;0,377336;0
1973;0,163668;67,4;7;0;0;0;0;4033,641803;0,060391;0
1977;0,180291;28,1;6;0;0;1;0;2067,293964;0,373894;0
1979;0,576635;52,1;12;4;0;0;0;7527,257012;0,032116;0
2013;0,415567;42;12;3;3;0;0;11031,25677;0,064124;0
2015;0,271343;41,2;9;1;2;0;0;10558,40623;0,677684;0
2017;0,442632;37,1;5;1;0;0;0;4893,568754;1,002402;0
2018;0,427476;69,3;18;1;1;1;0;15187,03164;0,585459;0
2025;0,154884;33,1;7;0;2;0;0;5209,32959;0,207054;0
2036;0,31493;65,2;4;3;0;0;0;15954,648;0,215096;0
2043;0,315948;42,1;8;2;2;0;0;11323,55674;0,19901;0
2050;0,623474;57,1;12;4;0;2;0;16811,4836;0,195979;0
2052;0,458895;58,5;16;3;2;1;0;13664,99906;0,628564;0
2054;0,530943;48,5;15;2;2;0;0;6242,59148;0,992821;1
2057;0,331785;71,3;10;1;0;0;0;2159,46677;0,012862;0
2060;0,00053;93,6;6;0;0;0;0;7647,309966;0,006465;0
2070;0,574463;59,4;17;1;3;0;0;6170,211499;0,355194;0
2083;0,26477;48,1;5;0;0;0;0;3017,566768;0,01253;0
2108;0,298456;67,3;15;1;0;0;0;6663,002763;0,028072;0
2112;0,356003;32,2;5;1;0;1;0;5016,582878;1,004473;0
2129;0,188487;63,6;11;0;0;0;0;3507,007997;0,561608;1
2130;0,425087;37,3;11;1;1;0;0;6033,195095;0,098463;0
2135;0,287803;32,2;5;0;0;0;0;3049,844551;0;0
2154;0,413895;62,2;10;1;1;0;0;5231,366821;0,292643;0
2155;0,463972;43,2;12;1;1;0;0;2684,366757;0,087075;0
2170;0,457216;62,2;11;1;0;0;0;6857,152038;0,66659;0
2171;0,425825;62,4;10;2;0;0;0;6051,642187;0,02292;0
2174;0,559806;43,1;7;2;2;0;0;7421,639345;0,665412;0
2194;0,868093;58,3;7;0;1;0;0;2714,605754;0,949011;1
2196;0,026642;54,5;10;0;1;0;0;3836,125126;0,063985;0
2202;0,729754;72,2;23;2;0;0;0;4003,058195;0,049922;0
2226;0,224919;59,5;16;1;0;0;0;15023,94742;0,04523;0
2246;0,479777;71,4;12;0;0;0;0;4513,196925;0,100294;0
2251;0,45378;41,1;9;2;0;0;0;3758,180972;0,174029;0
2261;0,374772;64;10;2;0;0;0;19848,50791;0,107438;0
2268;0,002408;27,2;2;0;0;0;0;3752,306234;0,309048;0
2271;0,43735;46,4;9;2;2;0;0;6305,798554;0,530238;0
2276;0,041495;64,5;10;0;2;0;0;4010,739608;0,17917;0
2277;0,253556;60,4;6;2;1;0;0;12318,20732;0,238024;0
2286;0,06842;37,1;4;0;0;1;0;1918,049275;0,116366;0
2296;0,228172;49,4;4;0;4;0;0;2501,016944;0,121967;0
2300;0,290266;74,5;11;1;0;0;0;3837,027149;0,022571;0
2301;0,603564;52,4;6;2;1;0;0;8086,232713;0,239177;0
2302;0,36142;33;6;1;0;0;0;4611,359328;0,343841;0
2306;0,756656;51,4;6;2;2;0;0;5034,170813;0,08972;0
2308;0,160492;47;13;0;0;0;0;7215,674956;0,302602;0
2310;1,286312;40;10;2;0;0;0;4799,654414;0,016952;0
2317;0,907291;73,5;5;3;0;0;0;3406,78462;0;0
2324;0,344505;57,3;11;1;1;0;0;12364,94407;0,496924;0
2337;0,372397;44,1;7;2;3;0;0;14869,86878;0,217939;0
2338;0,882478;58,2;9;1;1;0;0;2511,437258;0,045675;0
2344;0,562721;65,5;12;2;0;0;0;4171,560075;0,453538;0
2346;0,002862;28,1;1;0;0;0;1;703,091416;1,007848;0
2357;0,206979;59,3;10;1;0;0;0;7224,634222;0;0
2359;0,364627;48,3;9;2;2;0;0;6025,366842;1,020065;0
2363;0,22005;34,1;6;2;0;0;0;7044,540678;0,005766;0
2382;0,243343;66;14;1;1;0;0;9411,196605;0,050739;0
2392;0,399381;28,1;8;0;0;0;0;3402,629696;0,406898;0
2408;0,301156;63,5;7;2;0;0;0;15222,61245;0,050582;0
2420;0,077409;62,2;4;0;0;0;0;3334,027758;0,098838;0
2458;0,258286;42,1;9;0;2;0;0;5502,632465;0,17652;0
2472;0,314749;66,1;6;0;0;0;0;6098,130376;0,586359;0
2481;0,311429;51,2;16;0;0;0;0;5721,274729;0,5275;0
2484;0,431435;59,1;7;1;0;0;1;6136,08549;0,398272;0
2487;0,005834;82,1;5;0;0;0;0;7984,629057;0,039216;0
2499;0,194585;63,4;6;1;1;0;0;6528,674283;0,052934;0
2503;0,235226;52,3;7;1;0;0;0;11342,43812;0,160359;0
2504;0,647591;68,4;8;0;0;0;0;1597,581291;0,103576;0
2511;0,354117;48,4;10;2;1;1;0;6129,385255;0,406832;0
2527;0,573395;37,1;11;2;0;0;0;4403,153319;0,009582;0
2531;0,15391;40,1;5;1;0;1;0;13064,30656;0,744269;1
2542;0,076429;55;12;1;0;0;0;10598,75574;0,049882;0
2548;0,017267;72;4;0;0;0;0;8332,116529;0,062273;0
2550;0,00044;68,5;3;0;0;0;0;4605,539454;0,002338;0
2558;0,394765;29,1;8;0;0;1;0;4328,577449;0,640911;0
2573;0,194038;33,1;10;1;0;0;0;2510,747791;0,032349;0
2586;0,201938;51,3;6;1;0;0;0;12957,98504;0,017901;0
2594;0,207077;46,4;12;0;0;0;0;7122,307858;0,373383;0
2596;0,790462;47,3;4;0;1;0;0;2476,149955;0,712423;0
2599;0,005899;85,7;4;0;0;0;0;3097,032745;0,020929;0
2601;0,381077;42,1;7;2;1;1;0;7111,516167;0,485427;1
2608;0,005965;42,1;7;0;0;0;0;13030,43892;0,017963;0
2613;0,047861;25,1;4;0;2;0;0;2725,106456;0,268897;1
2619;0,472127;51,1;9;1;4;0;0;6202,194121;0,612716;0
2624;0,002525;43,3;5;0;1;0;0;9171,13077;0,018434;0
2630;0,3215;46,1;14;2;2;0;0;5830,433783;0,095523;0
2639;0,268632;37,3;3;0;1;0;1;2283,908697;0,69285;0
2655;0,052292;32,2;2;0;0;0;0;4171,746884;1,008562;0
2659;0,316531;57,2;8;1;2;0;0;9585,134181;0,100939;0
2662;0,006647;52,4;1;0;0;0;0;121417,9593;1,005584;0
2663;0,010078;70,3;3;0;0;2;2;2101,763915;0,708223;1
2669;0,682771;61,3;12;2;0;0;0;5440,082923;0,045073;0
2675;0,33625;67,1;10;1;0;0;0;6012,784427;0,285931;0
2676;0,531579;42,3;8;3;0;0;0;10005,48236;0,33307;0
2682;0,436713;60,1;6;1;2;1;0;4033,530685;0,417137;0
2700;0,578679;64,4;7;1;0;0;0;2030,572504;0,263991;0
2701;0,084759;85,3;7;0;0;0;0;4012,502341;0,003274;0
2716;0,111192;45,2;7;0;3;0;0;14617,1392;0,272991;0
2723;0,511261;47,3;13;1;0;0;0;5012,942977;0,000286;0
2746;0,005846;74,2;7;0;0;0;0;1201,809902;0,01117;0
2748;0,501077;36,1;5;1;2;0;4;3430,008737;1,008657;0
2762;0,765557;44,2;7;1;2;0;0;4794,796337;0,71951;0
2781;0,380706;47,3;7;2;0;0;0;7806,978123;0,355871;0
2782;0,857177;64,3;11;2;0;0;0;4642,897279;0;0
2790;0,334379;42,3;9;1;2;0;0;7792,655737;0,206772;0
2808;0,023118;56;3;0;1;0;0;10037,59273;0;0
2810;0,860093;41,4;9;2;1;0;0;7549,318209;0,826017;1
2828;0,000251;74,2;14;0;1;0;0;4017,608188;0,000565;0
2837;0,012581;44,4;5;0;1;1;0;9683,448776;0,580526;0
2847;0,684102;52,1;13;2;0;0;1;5973,022261;0,415066;0
2848;0,460193;53,5;8;2;0;0;0;9668,12563;0,984536;0
2853;0;77,7;1;0;0;0;0;3598,551367;0,003072;0
2857;0,141582;65,5;6;0;3;0;0;6031,940871;0,069344;0
2863;0,022353;76,2;21;0;0;0;0;1716,04088;0,014863;0
2870;0,217404;45,4;5;2;0;0;0;25020,05202;0;0
2875;0,09603;63,4;6;0;0;0;0;14585,52989;0,232784;0
2885;0,870149;35,3;19;9;0;0;0;6948,807851;0,032196;1
2891;0,096437;61,5;10;0;0;0;1;6019,484621;0,598059;0
2892;0,170718;35,2;4;0;0;0;0;2052,050305;0;0
2895;0,648909;29;6;2;0;0;0;4734,390201;0,111317;0
2896;0,017413;67,3;3;0;0;0;0;695,933009;0;0
2898;0,365247;46,1;19;2;2;2;0;14138,73555;0,227296;1
2910;0,259393;47,4;7;2;0;1;0;6029,837539;0,065835;0
2929;0,72973;44,4;14;1;3;0;0;4832,475929;0,619576;0
2930;0,069225;63,3;3;0;0;0;0;9530,925071;0,960153;0
2937;0,17148;60,3;12;1;2;0;0;14615,95317;0;0
2939;0,057045;32,1;1;0;1;0;0;4414,609589;1,008091;1
2946;0,247514;49,1;9;2;1;0;0;12727,00537;0,576678;0
2951;0,315285;35,2;1;1;2;0;0;5454,677696;1,00535;0
2956;0,039013;26,2;5;0;0;0;0;2152,871298;0;0
2966;0,240888;38,3;7;0;2;0;0;5186,616955;0,997198;0
2971;0,211323;48,4;3;0;2;0;0;3517,276796;0,079235;0
2974;0,185775;45,2;7;1;4;0;0;5522,066479;0,06132;0
2984;0,19651;48,2;14;1;4;1;0;8500,951363;0,095634;0
2994;0,059606;39;10;1;0;0;0;26024,24745;0,518462;0
2995;2,544659;59,5;22;8;0;0;0;5029,608857;0,008809;0
3005;0,127913;39,1;3;0;0;0;0;5025,43963;0,065578;0
3007;0,491664;31,1;9;1;0;0;0;4034,597489;0,415371;0
